composition,target,mean
Cr0.250000Y0.250000Cd0.250000Bi0.250000,0.032784238,0.039316386
Cd0.500000Ba0.250000Pa0.250000,0.34684411,0.3169998
B0.250000Rh0.250000U0.500000,0.27118721,0.30127364
Gd0.500000Tb0.250000Hf0.250000,0.452183,0.4279037
Al0.250000Cr0.250000Mn0.250000Mo0.250000,-0.10095778,-0.09161222
S0.500000Cu0.166700Eu0.166700Tm0.166700,-1.9082062,-1.9721879
Al0.250000Mo0.250000Te0.500000,0.3264153,0.32760993
Mg0.250000Al0.500000Cr0.250000,0.070762926,0.05584383
Nb0.500000Ce0.250000Np0.250000,0.93469861,0.8350395
Na0.250000Nb0.500000Rh0.250000,0.5223661,0.51450676
Ga0.500000Pd0.333300La0.166700,-0.76626087,-0.6157019
B0.250000Ni0.250000Y0.250000W0.250000,0.47721133,0.49561328
Cr0.250000Pd0.250000Lu0.250000Bi0.250000,-0.20183497,-0.21001655
Ru0.250000Cd0.250000Ba0.500000,0.32577065,0.32226986
Fe0.500000Bi0.500000,0.37186935,0.48242748
Ag0.500000Cd0.250000Ir0.250000,0.30631321,0.33244324
Dy0.250000Er0.500000Np0.250000,0.41678978,0.44522238
Tc0.250000Dy0.500000Pu0.250000,0.77894963,0.33704245
Tc0.250000Rh0.250000Ag0.500000,0.72871953,0.7449993
Al0.250000Tb0.500000Os0.250000,0.090389488,0.070485055
O0.555600Cu0.111100Ba0.111100Nd0.222200,-2.8574664,-2.897131
Mo0.250000Cs0.250000Pb0.500000,0.98733006,1.0067558
Ta0.250000Ac0.750000,0.57574047,0.55254716
V0.250000In0.500000Ho0.250000,-0.047850588,-0.038778543
Al0.250000Zn0.500000Er0.250000,-0.28954634,-0.29406685
Rh0.500000Sb0.250000Hg0.250000,-0.050189458,-0.12565362
Mn0.250000Cu0.250000W0.250000Tl0.250000,0.64783698,0.66769063
Al0.250000Eu0.250000Tb0.500000,0.28018516,0.2787403
Li0.250000Rh0.250000Ba0.500000,-0.00407395,-0.075042844
Mg0.250000Ce0.250000Tm0.500000,0.12454974,0.12527424
Mg0.250000Sc0.250000Ti0.250000Ga0.250000,-0.20757968,-0.21210039
Li0.347800O0.478300Mn0.087000Co0.087000,-1.8681417,-1.8888227
Ti0.333300Cu0.666700,-0.10709997,-0.09719503
O0.600000Er0.200000Os0.200000,-2.3473903,-2.3921762
Cl0.500000Sb0.500000,-0.30268099,-0.2338255
O0.571400Eu0.142900Gd0.285700,-3.6642349,-3.6425667
As0.500000Sr0.250000Eu0.250000,-0.90486312,-0.98596275
Si0.500000Ga0.250000As0.250000,0.47063794,0.46457982
S0.500000Hg0.500000,-0.24735856,-0.20507443
Be0.250000Mg0.250000V0.250000In0.250000,0.36722018,0.35041818
Be0.500000Rb0.250000Ru0.250000,1.5071035,1.5175258
V0.250000Tm0.250000Os0.500000,-0.081104235,-0.06768066
Fe0.250000Ag0.250000Tl0.500000,0.69184481,0.57564974
Nb0.500000In0.250000Er0.250000,0.32940654,0.33996022
Si0.083300Se0.583300Ag0.083300Nd0.250000,-1.3458033,-1.3603953
Be0.250000Na0.250000Sc0.500000,0.36871716,0.35582924
Mo0.500000Sn0.250000Ac0.250000,0.54334929,0.55924165
Mo0.250000Sn0.250000Pu0.500000,1.1575435,1.0206084
Cr0.500000Gd0.250000Pu0.250000,1.0170037,1.0565847
Al0.250000Mn0.500000Co0.250000,-0.27247652,-0.22949398
Ti0.333300Rb0.666700,1.1778658,1.082761
V0.250000Sn0.500000Np0.250000,0.39401536,0.33703548
Sm0.250000Hf0.250000Au0.500000,-0.49589152,-0.4696002
F0.750000Co0.125000Pt0.125000,-1.8103406,-1.805509
Cr0.250000Ge0.250000W0.250000Re0.250000,0.18041681,0.17271253
Cr0.250000Nb0.250000La0.500000,0.58529256,0.56414926
Mo0.250000Tc0.500000Ac0.250000,0.61189796,0.59476185
N0.600000In0.400000,1.0206486,0.20016217
Er0.250000Ir0.250000U0.500000,0.25557479,0.26219353
K0.250000Ti0.500000Sb0.250000,0.51398148,0.46737266
B0.250000Mg0.250000Cr0.250000Hg0.250000,0.72093161,0.7386095
Mg0.250000Ru0.250000Ba0.500000,0.45362609,0.47778302
Sm0.500000Yb0.500000,0.071280386,0.08181763
Pd0.500000Cd0.250000Eu0.250000,-0.65951605,-0.6748277
O0.600000Si0.200000Pa0.200000,-1.8646848,-1.9689142
Tc0.250000Sn0.500000Lu0.250000,-0.20257762,-0.16829121
Mg0.250000K0.250000La0.500000,0.35205914,0.3432412
B0.250000Cd0.500000Sb0.250000,0.98083372,0.8810757
Ru0.500000Cd0.250000Np0.250000,0.21491616,0.21839002
Lu0.250000Au0.250000Th0.500000,-0.071581524,-0.07484311
Cr0.250000Ni0.250000Ir0.250000Bi0.250000,0.41778604,0.3658707
Co0.250000Ge0.250000Ta0.250000W0.250000,0.14079142,0.18799502
Cu0.500000Y0.250000Os0.250000,0.14402092,0.14211988
S0.250000Co0.750000,0.14173721,-0.033829212
Ce0.500000Lu0.500000,0.028745944,0.054691285
Zn0.250000Ag0.500000Cd0.250000,-0.017038136,-0.033100784
V0.250000Cu0.250000Th0.500000,0.19752183,0.20001039
Sc0.500000Co0.250000Os0.250000,-0.37382608,-0.3335818
Sr0.500000Nb0.250000Sm0.250000,0.79675888,0.79057646
B0.250000Ni0.250000Mo0.250000Ru0.250000,0.18218525,0.17509073
Co0.500000Tb0.250000Hf0.250000,-0.030206065,0.009471655
B0.750000Nd0.250000,-0.06481333,-0.51236343
B0.250000Nd0.500000Eu0.250000,0.62125994,0.6666119
Sb0.250000Cs0.500000Tm0.250000,0.3837327,0.3769532
C0.500000Rb0.250000Au0.250000,0.17352047,0.1847069
Cu0.250000Zn0.125000Ge0.125000Te0.500000,-0.18974057,0.11035457
Ca0.250000Ti0.250000Hg0.500000,-0.086349701,-0.12909633
Si0.500000Ti0.250000Dy0.250000,-0.24876716,-0.29319686
Cu0.250000Rh0.500000Pd0.250000,0.22797064,0.20082402
Ge0.800000Ir0.200000,-0.16973039,0.25728834
Y0.250000Nb0.250000Gd0.500000,0.35852645,0.34988695
Mo0.250000La0.500000Os0.250000,0.56240108,0.549972
Zr0.500000Tm0.250000Pu0.250000,0.22759906,0.74517596
Rb0.250000Ba0.250000Hf0.500000,1.5139941,1.5124283
O0.500000Cr0.083300Hg0.416700,-0.8373738,-0.7704103
Eu0.500000Pt0.250000Tl0.250000,-0.71502986,-0.7136673
La0.250000Yb0.500000Ac0.250000,0.061914103,0.06483102
B0.250000Rb0.500000Ac0.250000,1.5665719,1.5336637
Zr0.250000Er0.500000Pu0.250000,0.23696574,0.23620301
Ga0.500000Mo0.250000Ac0.250000,0.18113442,0.23524272
Mg0.500000Eu0.250000Hg0.250000,-0.19935117,-0.19549054
Cr0.500000Mn0.250000Dy0.250000,0.62857862,0.57182
O0.400000Ce0.400000Bi0.200000,-2.7026985,-2.587677
Li0.166700O0.666700Re0.166700,-2.120761,-2.1569471
Sc0.500000Cd0.250000Gd0.250000,0.022517953,0.009068131
Tc0.250000Ru0.250000Sn0.500000,-0.019640601,-0.005037904
B0.500000Nb0.250000Cs0.250000,2.2923223,2.190298
Li0.333300O0.500000Nb0.083300Sm0.083300,-2.6879194,-2.762156
Tc0.500000Ir0.250000Pt0.250000,0.41709996,0.31292734
Pd0.250000Tb0.250000Pb0.500000,-0.12493272,-0.16860074
Ag0.250000Tl0.250000Ac0.500000,-0.31779883,-0.2741241
Tb0.250000Re0.500000Ir0.250000,0.73199465,0.7208843
Li0.250000Ag0.500000Bi0.250000,-0.14920365,-0.1876216
K0.250000As0.500000U0.250000,-0.12987782,-0.26060265
Li0.500000In0.250000Ho0.250000,-0.29201915,-0.2609194
Rb0.250000Sn0.500000Pt0.250000,0.089893165,0.08539513
Fe0.250000As0.250000Au0.500000,0.30547551,0.29433712
Ru0.500000Pa0.500000,-0.4641423,-0.3741604
O0.631600S0.157900Cs0.157900Yb0.052600,-2.1890097,-2.1423655
Ti0.250000In0.500000Hf0.250000,0.017726579,0.007134974
Nb0.250000In0.500000Pm0.250000,-0.0012437606,-0.009572029
Ti0.250000Ag0.250000Cs0.500000,0.97273849,0.9859668
Si0.250000Cr0.250000Cd0.250000Au0.250000,0.27010512,0.21565276
O0.571400Cl0.285700Sr0.142900,-1.2095947,-1.2923824
Be0.250000Cr0.500000Pa0.250000,0.1891939,0.23627174
Li0.250000Ca0.250000Nd0.500000,0.18882683,0.19050118
Fe0.500000Ba0.250000Lu0.250000,0.71364027,0.746689
Zr0.250000Cd0.250000Eu0.500000,0.23022929,0.22020078
Sc0.250000Ba0.250000Ce0.500000,0.2968038,0.28477997
Y0.250000Pd0.250000Hg0.500000,-0.43116252,-0.46651047
Mg0.586200Al0.379300Si0.034500,-0.018424258,-0.026265621
Li0.250000Fe0.250000Sn0.250000Ta0.250000,-0.20058159,-0.16753995
Ta0.250000Au0.250000Pu0.500000,0.26904317,0.21194494
Zn0.250000Rh0.500000Tb0.250000,-0.46955268,-0.48553085
Fe0.250000Ni0.250000Cu0.250000Sn0.250000,0.048338351,0.017527401
Tb0.250000Ho0.500000Hf0.250000,0.4483305,0.43750343
Li0.333300N0.333300Ca0.333300,-0.73115785,-0.85411334
As0.250000Yb0.250000Th0.500000,-0.066088696,-0.03296238
Cr0.285700Cu0.071400Se0.571400In0.071400,-0.51752948,-0.46832436
Cu0.250000Ir0.250000Hg0.250000Pb0.250000,0.43591489,0.40878806
Fe0.250000Pd0.250000Sb0.250000Ir0.250000,0.13580636,0.06515759
Mo0.250000Sb0.250000W0.500000,0.46332754,0.5182538
Mg0.250000Co0.250000Lu0.250000Tl0.250000,0.082737994,0.09425813
Li0.250000Ga0.500000Ir0.250000,-0.49784919,-0.48076773
Y0.250000Mo0.250000Pr0.500000,0.46626857,0.4754687
Ce0.250000Sm0.250000Tb0.500000,0.4494121,0.43061495
Mo0.250000Rh0.500000Er0.250000,-0.18348006,-0.18398947
Ti0.500000Eu0.250000Tm0.250000,0.53877911,0.5168692
Ti0.250000Co0.250000W0.250000Bi0.250000,0.45692352,0.44691694
O0.555600Fe0.222200Ba0.111100Sm0.111100,-2.498926,-2.602192
Rh0.250000Gd0.250000Hg0.500000,-0.23116326,-0.24954563
Eu0.250000Tb0.500000Ac0.250000,0.4769404,0.4867212
Be0.250000Co0.500000Gd0.250000,0.14927013,0.13599148
Gd0.250000Os0.250000Ir0.500000,0.27370379,0.2592421
Sn0.250000Tl0.250000Pa0.500000,0.14389594,0.17923975
Ge0.500000Pt0.250000Bi0.250000,0.24367638,0.29176226
Na0.250000Hf0.500000Ir0.250000,-0.14547009,-0.1740799
C0.250000S0.250000Zr0.500000,-1.4164844,-1.384731
Be0.500000Pu0.500000,0.30680494,0.1464093
Si0.400000Ag0.400000Sm0.200000,-0.43056043,-0.43242192
Ni0.250000In0.250000Eu0.500000,-0.24394188,-0.20081997
Ir0.250000Pt0.250000Pu0.500000,-0.51509836,-0.13243347
Ge0.500000Nb0.250000Pt0.250000,-0.13163969,-0.17692655
V0.250000Pd0.500000La0.250000,-0.20600113,-0.1751253
Zn0.250000Tc0.500000Ru0.250000,0.16809039,0.1463533
Li0.250000V0.250000Cr0.250000As0.250000,-0.092666281,-0.022580326
Te0.250000Gd0.500000Hg0.250000,-0.66081269,-0.6716982
O0.571400K0.285700Ir0.142900,-1.2404118,-1.4526302
Mn0.250000La0.250000Hg0.500000,-0.08216874,-0.098792374
Na0.250000Cu0.500000Ta0.250000,0.57278096,0.54294324
Ag0.500000In0.250000W0.250000,0.7348121,0.71567136
Sr0.250000Lu0.250000Pa0.500000,0.90155707,0.8628538
Na0.250000Pd0.250000Cs0.500000,0.21711257,0.20366871
O0.600000Mg0.200000Cr0.200000,-2.6506699,-2.3973627
Si0.500000Sb0.250000Ir0.250000,0.46806199,0.43954366
Be0.250000Mo0.250000Ru0.500000,-0.13440092,-0.08030623
O0.571400Cr0.142900Cu0.285700,-1.259821,-1.4668084
Fe0.250000Lu0.500000W0.250000,0.48963999,0.5516834
O0.555600Pd0.111100Ba0.111100Gd0.222200,-2.9159511,-2.950572
Be0.500000Y0.250000Os0.250000,0.073057056,0.08907139
Be0.250000Ag0.500000Sm0.250000,0.1103981,0.119690865
Dy0.500000W0.250000Pb0.250000,0.26859633,0.28447837
S0.600000Ta0.200000Tl0.200000,-0.96651849,-1.0478451
Er0.500000Yb0.500000,0.11705923,0.13733053
P0.750000Y0.250000,-0.64138496,-0.5308002
Sc0.250000Pm0.250000Au0.500000,-0.72758209,-0.7618499
Mn0.250000Cu0.250000Ga0.250000Ru0.250000,-0.073624585,-0.026676536
Zn0.571400Sn0.428600,0.098676094,0.04168421
H0.444400Be0.055600O0.444400S0.055600,-1.5335406,-1.4489576
Cu0.250000Cd0.250000In0.250000Au0.250000,-0.024505073,-0.026370049
Rh0.250000Cd0.750000,-0.10645677,-0.051685095
Co0.250000Cd0.250000Ir0.250000Tl0.250000,0.43730016,0.4050349
Zn0.250000Cs0.500000Lu0.250000,0.77338604,0.7614786
C0.500000Tm0.250000W0.250000,-0.32562241,-0.30463332
Zr0.250000Pd0.250000Ce0.500000,0.051004889,0.06100607
La0.500000W0.250000Hg0.250000,0.34747623,0.36180934
Al0.250000Ir0.250000Bi0.500000,0.33899636,0.30538386
Fe0.500000Gd0.250000Ir0.250000,0.0012030431,0.030027926
Er0.500000Os0.250000Hg0.250000,-0.27775849,-0.28995436
Li0.500000Tc0.250000Yb0.250000,0.53951771,0.56614584
Y0.500000Ba0.250000Np0.250000,0.68652336,0.6610399
Li0.250000Co0.250000Te0.500000,0.012397171,-0.020574689
Pd0.166700In0.666700Ce0.166700,-0.51260427,-0.5081029
Li0.250000Ca0.250000Te0.500000,-0.94163142,-0.94981635
O0.363600Cu0.272700Br0.181800Ba0.181800,-1.6769102,-1.6777428
Mg0.500000Ir0.250000Hg0.250000,-0.21062552,-0.22458065
B0.250000Cu0.250000Sb0.500000,0.95617752,1.0008055
Li0.750000Ir0.250000,0.0054483025,0.009664297
Mg0.500000Ru0.250000Ho0.250000,0.072659044,0.074555725
Al0.250000Zn0.500000Ho0.250000,-0.29273575,-0.30336767
Co0.250000Tc0.250000In0.250000Ta0.250000,-0.077238071,-0.06699377
Sc0.250000Cu0.250000Ga0.250000Cd0.250000,-0.21600569,-0.19888437
O0.516100Na0.064500Cl0.129000Co0.161300Mo0.129000,-1.9069301,-1.8007177
Al0.500000Rh0.250000Er0.250000,-0.55743097,-0.5156629
Eu0.500000Re0.250000Pt0.250000,0.30509588,0.3149238
Ni0.250000Ge0.500000Ag0.250000,0.20008711,0.18975124
Ni0.250000Y0.250000Er0.500000,0.20413377,0.22885802
Zr0.500000Sb0.250000Pu0.250000,-0.23676949,0.068977535
K0.250000Sr0.250000Pm0.500000,0.52157567,0.5218886
Co0.250000As0.250000Os0.500000,0.38412501,0.405546
V0.500000Mn0.250000Dy0.250000,0.4972963,0.5189858
Li0.250000Sr0.250000Te0.500000,-0.9779746,-1.0266415
Mg0.500000W0.250000Hg0.250000,0.67421421,0.6247491
B0.250000Mg0.250000Fe0.250000Pt0.250000,0.21259627,0.24743202
Sc0.250000Fe0.250000Ga0.250000Re0.250000,0.093709574,0.08889827
Be0.250000Rb0.250000Ir0.500000,1.5121707,1.4532773
Nb0.250000In0.500000Pu0.250000,0.66122841,0.13111639
Sc0.250000Rb0.500000Ho0.250000,1.0386754,1.0740896
Al0.250000Ba0.500000Tm0.250000,0.21197398,0.21869755
Gd0.250000Au0.500000Pb0.250000,-0.59263179,-0.59447765
Mn0.250000Ni0.250000Mo0.500000,0.24257712,0.23574379
Sm0.250000Bi0.500000Np0.250000,0.092585553,0.13606972
Al0.250000Sc0.250000Cr0.250000Mo0.250000,-0.035952896,-0.008289218
Li0.250000Hf0.250000Pt0.500000,-0.95423644,-0.8926939
Sc0.500000Rb0.250000In0.250000,0.37451733,0.37112892
Na0.250000Tb0.500000Ta0.250000,0.88326981,0.9269687
B0.250000Gd0.250000Ac0.500000,0.82319412,0.828467
Na0.250000Nb0.500000Cd0.250000,0.88310923,0.90114045
Cu0.250000As0.250000Lu0.250000Ir0.250000,-0.35591926,-0.31934285
Fe0.250000Cu0.250000Ga0.250000Pt0.250000,-0.20153991,-0.19081777
Fe0.500000Eu0.250000Pa0.250000,0.26828899,0.25762787
Sc0.250000Sm0.250000Gd0.500000,0.14822272,0.12718946
Nb0.250000Pt0.250000Au0.500000,-0.083332145,-0.042508364
Co0.250000Gd0.500000W0.250000,0.56317354,0.5395408
Fe0.500000Dy0.250000Os0.250000,0.22883212,0.19986475
Nb0.250000La0.500000Gd0.250000,0.36889316,0.38339785
Mg0.500000Sm0.250000Hg0.250000,-0.15313165,-0.18003231
Ho0.250000Lu0.500000Np0.250000,0.39196803,0.40562245
Mg0.250000Mo0.500000Ag0.250000,0.86773513,0.86422753
Co0.250000Ga0.250000Nb0.250000Hf0.250000,0.01123742,-0.003395617
Li0.500000Al0.250000Mo0.250000,0.28833965,0.2792973
Ru0.500000Rh0.250000Os0.250000,0.56947978,0.5386219
Li0.250000As0.500000Ac0.250000,-0.69393849,-0.63593566
V0.250000Fe0.250000Pt0.500000,-0.1665651,-0.092006266
Al0.250000K0.250000Ca0.500000,0.066886296,0.08537403
B0.250000Ni0.250000Pd0.250000W0.250000,0.29441546,0.28493667
In0.250000Pm0.500000Hg0.250000,-0.45990837,-0.45371437
Sr0.250000Gd0.500000Ir0.250000,-0.0092381288,0.0012504458
O0.571400Nb0.285700Cd0.142900,-1.933254,-1.8525122
Sn0.250000Ce0.250000Hf0.500000,0.059228886,0.048452616
Sr0.500000La0.250000Lu0.250000,0.27806598,0.27890337
Mg0.250000Sm0.500000Re0.250000,0.18591027,0.1898396
Al0.250000Ge0.250000Sm0.500000,-0.44429153,-0.4493013
Al0.615400Mn0.307700Sm0.076900,-0.32127862,-0.32816416
Cu0.250000Ga0.250000Ta0.250000Hg0.250000,0.44130938,0.43151858
Cd0.250000Ce0.500000Tb0.250000,0.11989548,0.10678753
Pm0.500000Er0.250000Yb0.250000,0.11380171,0.11104551
Mn0.250000Pd0.500000Bi0.250000,-0.18014649,-0.17030925
La0.250000Dy0.250000Re0.500000,0.65168797,0.6944876
Mg0.250000Ti0.500000V0.250000,0.20833172,0.20975733
Mn0.250000Nd0.750000,0.27174456,0.29615837
Mo0.250000Pd0.500000Tm0.250000,-0.15544831,-0.18522692
O0.555600Pr0.222200Dy0.222200,-2.9932838,-3.1189532
Sm0.500000Gd0.250000Tm0.250000,0.1265443,0.12396246
Al0.500000Sc0.250000Hg0.250000,0.031029342,0.045540184
Ga0.250000Ho0.250000Pt0.500000,-0.90556479,-0.8834051
Ga0.250000Ba0.250000Re0.500000,1.5117449,1.4640017
Na0.250000Lu0.250000Bi0.500000,-0.37941735,-0.34634918
Rb0.250000Eu0.500000Tb0.250000,0.55251905,0.5412684
Ti0.250000Au0.250000Np0.500000,0.79577463,0.39922538
Cd0.250000Ba0.500000Gd0.250000,0.14140335,0.13211289
Gd0.250000Dy0.250000Th0.500000,0.15744637,0.17022973
Li0.250000Si0.500000Lu0.250000,-0.19076281,-0.11269492
Ni0.500000Yb0.250000Pt0.250000,-0.3463052,-0.30515444
Ru0.250000Sm0.250000U0.500000,0.48659724,0.4921632
Ga0.500000As0.250000Cd0.250000,0.14479295,0.1361272
Y0.250000Nb0.500000Cd0.250000,0.53981429,0.54601634
V0.250000Dy0.500000U0.250000,0.77163833,0.75591433
Ga0.250000La0.500000Ce0.250000,-0.082227963,-0.09401119
K0.500000Ce0.250000Th0.250000,1.0231229,0.9841188
Na0.250000Co0.250000Cd0.500000,0.287195,0.2613447
Ti0.500000Pd0.250000Sm0.250000,0.009927402,-0.0041884184
B0.250000Mg0.250000As0.500000,0.82865765,0.780578
O0.600000Ba0.200000Re0.200000,-2.9191011,-2.7612715
Sc0.500000Ga0.250000Np0.250000,0.13059534,0.15155137
Al0.500000Cu0.250000As0.250000,0.17745286,0.20259425
Sc0.250000Au0.500000Tl0.250000,-0.41835844,-0.40450007
Cd0.250000Ta0.250000Au0.500000,0.068273248,0.08307004
Be0.500000Pd0.250000Tb0.250000,-0.0039962862,-0.032383204
Al0.250000Nb0.500000Sn0.250000,0.073620438,0.07055524
Te0.500000Nd0.250000Sm0.250000,-1.29994,-1.3163828
Pr0.250000Gd0.500000Tl0.250000,-0.016397289,-0.0053917766
Sm0.750000Lu0.250000,0.013945501,0.03158301
Zr0.250000Yb0.500000Hf0.250000,0.61548741,0.57038254
V0.250000Au0.250000Np0.500000,0.54415369,0.7635907
Sc0.500000Pd0.250000Dy0.250000,-0.1397699,-0.15035236
Ti0.250000Y0.500000Pu0.250000,0.88123595,0.8652557
S0.600000Nd0.400000,-2.2412993,-2.225123
Mg0.600000Ba0.400000,0.35823079,-0.035775304
Eu0.250000Re0.250000Tl0.500000,0.51999991,0.51518035
Na0.250000Pm0.250000Hg0.500000,-0.36140975,-0.3567788
Be0.250000Pr0.500000Th0.250000,0.48622674,0.49007913
Ca0.250000V0.750000,0.64921826,0.6207825
Cr0.250000Zn0.250000Ru0.250000Sb0.250000,0.069249011,0.056001097
Pd0.500000Pu0.500000,-0.43123163,-0.44931942
Ba0.500000Re0.250000Au0.250000,0.68887809,0.757216
Pb0.500000Ac0.250000U0.250000,0.089218337,0.19649103
Eu0.250000W0.500000Au0.250000,1.0569145,1.0097603
Mg0.500000Tc0.250000Hf0.250000,0.35206239,0.35703152
Rh0.250000In0.500000Au0.250000,-0.17446003,-0.16470242
H0.428600N0.071400O0.357100P0.071400Fe0.071400,-1.4478174,-1.4850386
O0.571400Sb0.285700Lu0.142900,-1.8316805,-1.7698122
Li0.250000Rb0.500000Nb0.250000,1.2625787,1.2704376
Hg0.750000Bi0.250000,0.17012612,0.16887504
Al0.500000Mn0.250000Pu0.250000,-0.056319278,0.28940487
Gd0.250000Hg0.250000Tl0.500000,-0.090130794,-0.0766837
Ag0.500000Er0.250000Th0.250000,-0.13776988,-0.15235823
Ge0.500000Nd0.250000Tb0.250000,-0.40817453,-0.39910674
V0.250000Cu0.250000Pu0.500000,0.35309367,0.3936722
V0.500000Cr0.250000Gd0.250000,0.60454702,0.62060094
H0.171400B0.114300C0.057100O0.514300Mg0.028600Ca0.114300,-2.3653609,-2.4566588
Cu0.250000Ge0.250000Tl0.500000,0.38818712,0.3867529
Sn0.250000Pb0.250000Np0.500000,0.92858293,1.0222535
As0.250000Ru0.250000Ag0.500000,0.37073718,0.2840222
Be0.250000Fe0.250000Tm0.500000,0.080006935,0.094718575
Y0.250000Eu0.250000Re0.500000,0.96176349,0.9713377
Mg0.250000Cu0.250000As0.250000Lu0.250000,-0.068887656,-0.106555045
Zr0.250000Sm0.250000Yb0.500000,0.35008361,0.35602415
Be0.500000Ru0.250000Sb0.250000,0.39630179,0.381448
Cr0.250000Zn0.250000Ga0.250000Nb0.250000,0.10230849,0.14019078
Te0.250000Ho0.500000Pb0.250000,-0.65501917,-0.67595303
Sr0.250000Tm0.500000Re0.250000,0.48254819,0.51498127
Si0.250000Ca0.250000W0.500000,1.0451153,1.0815594
P0.750000Np0.250000,-0.62776195,-0.5793445
O0.666700Ca0.166700Cr0.166700,-2.4001281,-2.4692807
Sr0.250000Tm0.500000Au0.250000,0.016968585,-0.00010287762
Ni0.250000Hf0.250000Re0.500000,0.29208127,0.25296912
Na0.250000Ir0.250000U0.500000,0.4655863,0.5045576
Pm0.250000Ho0.500000Hf0.250000,0.29359487,0.27469516
Ni0.600000Au0.400000,0.46864329,0.0894261
H0.200000O0.600000Ti0.200000,-1.9675359,-1.9318401
Ni0.250000Dy0.500000Ta0.250000,0.34043234,0.35164088
Th0.500000Pa0.250000Pu0.250000,0.79049834,0.53959775
C0.200000Ga0.200000Sm0.600000,-0.31959697,1.122941
Li0.250000Fe0.500000Th0.250000,0.27516256,0.3099842
Li0.250000Eu0.500000Au0.250000,-0.48345743,-0.45938277
Sc0.250000Co0.250000Cd0.250000In0.250000,-0.079221209,-0.10525298
Pm0.500000Os0.500000,0.20726536,0.15724558
Cu0.250000Ge0.250000Cs0.500000,0.64061534,0.599439
O0.666700Nb0.166700Nd0.166700,-3.3603254,-3.3817902
Co0.500000Ir0.250000Th0.250000,-0.044556043,-0.054583192
Ru0.250000Cd0.500000Cs0.250000,1.013118,0.93237567
Ni0.250000Zn0.250000Mo0.500000,0.22413203,0.22222045
Ca0.250000Yb0.500000Ac0.250000,0.037988038,0.041050017
Nb0.500000Er0.250000Hg0.250000,0.48646668,0.49771076
Ca0.750000Yb0.250000,0.020238503,0.0297212
K0.250000Pr0.250000Ta0.500000,1.7261425,1.7125974
O0.600000Cr0.200000Co0.200000,-1.8937367,-1.7483922
Te0.250000Tb0.250000Ir0.500000,0.022819998,0.022286117
Na0.250000Pd0.250000Dy0.500000,-0.19994823,-0.16900808
Cu0.250000Y0.250000In0.250000Hf0.250000,0.27552298,0.29353592
Cu0.250000Lu0.250000Ta0.250000Tl0.250000,0.57740528,0.5796171
Mg0.250000Ag0.500000Hg0.250000,-0.086290672,-0.070430994
O0.600000K0.200000Gd0.200000,-2.8098376,-2.9466596
Be0.250000Cs0.250000Pr0.500000,0.72860389,0.7490222
Hg0.250000Tl0.500000Bi0.250000,0.038052652,0.08393195
Ga0.250000In0.500000Nd0.250000,-0.16959552,-0.19574207
Al0.250000Pr0.500000Au0.250000,-0.46631984,-0.47282052
Mn0.250000Cu0.250000Dy0.500000,0.14307198,0.13223991
Na0.250000Rh0.250000Ho0.500000,-0.25161674,-0.26796067
Mg0.250000Cr0.250000Zn0.250000Ge0.250000,0.09355314,0.116754085
Si0.250000Cr0.250000Ru0.250000Cd0.250000,0.13834258,0.15680939
Tc0.500000Hg0.250000U0.250000,0.3351417,0.2874732
Zr0.333300Tm0.333300Pt0.333300,-0.66625462,-0.6265744
B0.500000Al0.250000Yb0.250000,0.60452125,0.5447845
Co0.142900In0.714300Ce0.142900,-0.28877737,-0.28525436
Mg0.250000As0.500000Lu0.250000,-0.59751996,-0.58349204
Yb0.333300Hg0.666700,-0.45570939,-0.46046233
Ti0.250000In0.500000Pr0.250000,-0.15769701,-0.13557833
Ti0.250000Te0.250000Re0.500000,0.22978174,0.32297784
Sb0.400000Te0.600000,-0.12900427,-0.10169023
Sc0.250000Fe0.250000Zn0.250000Cd0.250000,0.010711281,0.02618283
Ti0.500000Sn0.250000U0.250000,-0.038944262,-0.06332344
Ce0.500000Re0.250000Os0.250000,0.6969349,0.6894219
Mo0.250000In0.500000Dy0.250000,0.13079051,0.12894294
Rb0.250000Mo0.500000W0.250000,1.8174345,1.893021
Rb0.500000Pb0.250000Ac0.250000,0.38956371,0.37554786
Ti0.500000Ru0.250000Nd0.250000,0.080626128,0.086434335
Mg0.250000La0.500000Pb0.250000,-0.36464964,-0.35976374
Fe0.500000Nb0.250000Mo0.250000,0.078109548,0.10874447
Na0.500000Pr0.250000W0.250000,1.2450845,1.1954722
S0.571400Fe0.142900Sb0.142900Bi0.142900,-0.36898195,-0.43759263
Cu0.250000Zr0.250000Ta0.250000Bi0.250000,0.3099514,0.45624688
Rb0.250000Ta0.500000Pa0.250000,1.7374066,1.7213281
Mg0.250000Cu0.250000Hg0.250000Pb0.250000,0.12930353,0.12871698
Al0.400000Ce0.600000,0.059223985,-0.2807045
Pd0.250000Ce0.250000Th0.500000,-0.064203654,-0.0749746
Cu0.250000Zn0.250000Ru0.250000Rh0.250000,0.11531119,0.11447403
Ce0.250000Dy0.500000Pt0.250000,-0.26748666,-0.24208337
Si0.500000Pm0.250000Bi0.250000,0.099136221,0.089931935
Dy0.500000Ta0.250000Tl0.250000,0.25222494,0.2568827
Cs0.250000Sm0.250000Pa0.500000,1.4399314,1.4417926
