task_id,composition,formation_energy_per_atom
mp-1214561,Ba2TbWO6,-3.1478622210833342
mp-1183327,Ba2Tc2O5,-2.1882304929166665
mp-1078191,Ba2TeO,-2.3369228340625003
mp-560742,Ba2TeP2O9,-2.8702723771811227
mp-1195123,Ba2ThCrTe7,-1.0626522849999993
mp-1078630,Ba2ThCu2S5,-1.889337869031251
mp-1078405,Ba2ThCu2Se5,-1.4386906072968748
mp-1189897,Ba2ThS6,-2.0929433532638893
mp-6289,Ba2Ti(GeO4)2,-2.909727840128205
mp-6081,Ba2Ti(SiO4)2,-3.458924887820513
mp-768357,Ba2Ti11O24,-3.5021393317117124
mp-28917,Ba2Ti13O22,-3.3815278141666667
mp-1044573,Ba2Ti2AlF11,-3.6768628409222917
mp-1046011,Ba2Ti2AlTlO7,-2.67172113823718
mp-1045006,Ba2Ti2CuF14,-3.6068215884207016
mp-1044618,Ba2Ti2F11,-3.860913165206
mp-1103080,Ba2Ti2Fe2As4O,-1.0576516795075757
mp-1076521,Ba2Ti2O5,-3.2191708093981486
mp-557968,Ba2Ti2Si2O9F2,-3.5756777165860787
mp-1046030,Ba2Ti2TlO7,-2.608521432256945
mp-1048025,Ba2Ti3AlO7,-2.7934666352884623
mp-1041926,Ba2Ti3AlO8,-3.034731326428571
mp-1228588,Ba2Ti3Nb4O18,-3.3203716793518514
mvc-14876,Ba2Ti3O8,-3.3235744830769227
mp-1046312,Ba2Ti3Tl2O10,-2.7811042136764703
mp-1046267,Ba2Ti3Tl2Zn2O10,-2.3723739517105256
mp-1228511,Ba2Ti4Cr2O13,-3.2558091958531747
mp-1214656,Ba2Ti4Fe2O13,-3.1394292234722214
mp-1228517,Ba2Ti4O13,-2.731708882258772
mp-1047851,Ba2Ti4Tl2Zn3O12,-2.285997090724638
mp-1229191,Ba2Ti5(Bi2O9)2,-2.8701997777873576
mp-755526,Ba2Ti6N2O11,-3.2087573499290483
mp-7733,Ba2Ti6O13,-3.5080823069642872
mp-560731,Ba2Ti9O20,-3.5320223264516115
mp-1228536,Ba2TiFeO6,-2.87899513875
mp-1214713,Ba2TiMn2Si2PO13,-3.0722864760466444
mp-1228358,Ba2TiMnO6,-2.9818159695126685
mp-3397,Ba2TiO4,-3.4124104502380948
mp-561256,Ba2TiOF6,-4.0083939350056665
mp-17908,Ba2TiS4,-2.19383096934524
mp-1228354,Ba2TiVS6,-1.9028727981041675
mp-757586,Ba2Tl(HO)7,-1.79526151612294
mp-642318,Ba2Tl(NO2)5,-1.2745597214944442
mp-1046253,Ba2Tl2Bi3O10,-1.7236830816176465
mp-1046501,Ba2Tl2Co3O10,-1.4132788854411762
mp-1046536,Ba2Tl2Cr3O10,-1.7806455730882351
mp-1228366,Ba2Tl2Cu2HgO8,-1.5042171373333333
mp-6027,Ba2Tl2CuO6,-1.795661582954546
mp-1046571,Ba2Tl2Fe3O10,-1.7957881207352937
mp-1046567,Ba2Tl2Mo3O10,-1.835699113088235
mp-1046591,Ba2Tl2Ni3O10,-1.0696349372058829
mp-18327,Ba2Tl2O5,-1.9783261679166668
mp-1046128,Ba2Tl2Sb3O10,-1.8188096233823527
mp-1046323,Ba2Tl2Sn3O10,-1.9252631357352927
mp-1046584,Ba2Tl2W3O10,-1.8453971430882348
mp-1046507,Ba2Tl2Zn2Co3O10,-1.5704595253947369
mp-1046610,Ba2Tl2Zn2Cr3O10,-1.8964296232894728
mp-1046130,Ba2Tl2Zn2Cu3O10,-1.5065733717105263
mp-1046524,Ba2Tl2Zn2Fe3O10,-1.721605154868421
mp-1046545,Ba2Tl2Zn2Ni3O10,-1.4529002975
mp-1046194,Ba2Tl2Zn2Sn3O10,-1.7213319156578937
mp-1048339,Ba2Tl2Zn3(CoO3)4,-1.4224227256521735
mvc-10555,Ba2Tl2Zn3(CuO3)4,-1.393470074782609
mp-1048584,Ba2Tl2Zn3(FeO3)4,-1.5910074282608693
mvc-148,Ba2Tl2Zn3(NiO3)4,-1.3350079586956531
mvc-10620,Ba2Tl2Zn3(SnO3)4,-1.5920954534782603
mvc-144,Ba2Tl2Zn3(WO3)4,-1.3110209673913042
mvc-141,Ba2Tl2Zn3Cr4O12,-1.7657181939130429
mp-31071,Ba2Tl7Au,-0.2902991315000001
mp-1093949,Ba2TlAg,0.8925215937500002
mp-1096031,Ba2TlAu,0.6642428062499999
mp-1046056,Ba2TlBi2O7,-1.8722865728125
mp-866292,Ba2TlCd,-0.3718324900000001
mp-1046346,Ba2TlCo2O7,-1.6443541336458327
mp-1147544,Ba2TlCu3O7,-1.609926663365385
mp-619126,Ba2TlCuHgO5,-1.7206175396249996
mp-20942,Ba2TlCuO5,-1.8918227745833336
mp-1046342,Ba2TlFe2O7,-1.8144567503125009
mp-1183313,Ba2TlHg,-0.4703597987499999
mp-1093785,Ba2TlIn,0.9352044304166665
mp-1048444,Ba2TlMo2O7,-2.1049882078125
mvc-2990,Ba2TlNi2O7,-1.3257168894791664
mp-1096475,Ba2TlPb,0.8974101287499998
mp-1096391,Ba2TlPd,0.86026236625
mp-1045996,Ba2TlSb2O7,-1.978755383645834
mp-1228332,Ba2TlSbO6,-2.296513741750001
mp-1046053,Ba2TlSn2O7,-1.964147528645834
mp-1046359,Ba2TlV2O7,-2.2971771611458336
mp-1046350,Ba2TlW2O7,-2.0448556861458336
mp-984724,Ba2TlZn,-0.283654085
mp-6710,Ba2Tm(CuO2)4,-2.0606069106666656
mp-684728,Ba2Tm2Al3Si5N11O3,-0.37153619038192265
mp-1214674,Ba2Tm2CuPtO8,-2.7133949292857147
mp-1228595,Ba2Tm2Zn8O13,-2.40356547065
mp-1214625,Ba2TmCl7,-2.8469284720320003
mp-622108,Ba2TmCu3O7,-2.2065177060576926
mp-1205595,Ba2TmMoO6,-3.1147895087500004
mp-12642,Ba2TmNbO6,-3.50708707375
mp-13934,Ba2TmReO6,-3.0880563025
mp-12729,Ba2TmRuO6,-2.88983227425
mp-1206029,Ba2TmTaO6,-3.62960862475
mp-1196334,Ba2U(AsO5)2,-2.8256948994999997
mp-1192549,Ba2U(Cu2Se3)2,-0.9766724439663456
mp-1192547,Ba2U(PO5)2,-3.3507926364523817
mp-675410,Ba2U2O3,-2.1366154033928573
mp-583034,Ba2U2O7,-3.68784209534091
mp-1205751,Ba2UBeO6,-3.2439604702500007
mp-1079615,Ba2UCdO6,-3.1244235262500006
mp-1063920,Ba2UCo,1.5123686424999994
mp-24858,Ba2UCoO6,-3.0362016197500004
mp-1205611,Ba2UCrO6,-3.28483788575
mp-1195734,Ba2UCrTe7,-0.9058465215909088
mp-555358,Ba2UCu2S5,-1.6980998190312504
mp-1078441,Ba2UCu2Se5,-1.2559555852968742
mp-9238,Ba2UCuO6,-2.9983400387500003
mp-540827,Ba2UFeO6,-3.1598936037500005
mp-1206032,Ba2UGeO6,-3.067329838250002
mp-1205945,Ba2UHgO6,-2.91855822675
mp-1205569,Ba2UInO6,-3.1851545320833337
mp-25003,Ba2UMnO6,-3.2754661468459987
mp-19093,Ba2UNiO6,-3.0378072217500005
mp-1080842,Ba2UPbO6,-3.0540740647500004
mp-1190025,Ba2US6,-1.8851899627083333
mp-1205557,Ba2UTiO6,-3.5208338144166675
mp-1195439,Ba2UTiTe7,-1.051611799015152
mp-1078725,Ba2UZnO6,-3.1890983322500004
mp-560493,Ba2V(CuS2)3,-1.3912000445312505
mp-19179,Ba2V(SiO4)2,-3.222632284615384
mp-1214680,Ba2V2CuClO7,-2.53831164977
mp-1228885,Ba2V2CuF12,-3.335421643781177
mp-1040790,Ba2V2F11,-3.466375115650444
mp-1214659,Ba2V2FeO9,-2.6003190290178577
mp-1183325,Ba2V2O5,-2.6754354006944445
mp-19474,Ba2V2O7,-2.9341536107954536
mvc-2433,Ba2V2ZnCuF14,-3.2151189135830007
mp-565665,Ba2V2ZnO8,-2.7567215496153845
mp-565650,Ba2V3BiO11,-2.6653198697794123
mvc-1364,Ba2V3O7,-2.4303112723958336
mp-1048112,Ba2V3O8,-2.5754850861538463
mp-32531,Ba2V3O9,-2.8303281379464287
mp-744637,Ba2V3P6HO22,-2.8453542029110928
mp-567038,Ba2V4Cd3O15,-2.421909749739583
mp-565732,Ba2V5(PO6)4,-2.705104593530611
mp-1214695,Ba2VCu2F12,-3.0465404655458825
mp-1096782,Ba2VFeO6,-2.6537420327499994
mp-705244,Ba2VI5O17,-1.5487185814499993
mp-1079477,Ba2VMoO6,-2.71022700275
mp-17696,Ba2VN3,-1.2260943370233337
mp-19096,Ba2VO4,-2.9385190857142858
mp-863298,Ba2VP2O11,-2.5450769917522322
mp-566252,Ba2VP2O9,-3.091363367895408
mp-1040871,Ba2W2F11,-3.1762330183171117
mp-1048501,Ba2W3O7,-2.0345723098958324
mp-1048194,Ba2W3O8,-2.2463901146153846
mp-19234,Ba2WO3F4,-3.3647277143509995
mp-504949,Ba2WO5,-2.8742516285937505
mp-1196168,Ba2WO6,-2.407000941111112
mp-643471,Ba2Y(Cu2O3)2,-1.8332969667307697
mp-22215,Ba2Y(CuO2)3,-2.2472612256249995
mp-6790,Ba2Y(CuO2)4,-2.047115847333333
mp-1228469,Ba2Y2Co3CuO10,-2.3761841718055563
mp-1214560,Ba2Y2Co4O11,-2.3348384617763167
mp-504966,Ba2Y2CuPtO8,-2.669868249821429
mp-1228200,Ba2Y2FeCo2CuO10,-2.465114041249999
mp-1214593,Ba2Y2Mn4O11,-2.759515485662631
mp-1196983,Ba2Y3Si2O8F5,-3.9115179392975
mp-768958,Ba2Y5Cl19,-2.698076340459231
mp-778072,Ba2Y5F19,-4.3124991751003865
mp-769023,Ba2Y7Cl25,-2.6761827304852943
mp-866310,Ba2YB2ClO6,-3.3281674920077777
mvc-677,Ba2YBi3O8,-2.2781584532142856
mp-23137,Ba2YBiO6,-2.82620866525
mp-752620,Ba2YBr7,-2.08421483175
mp-8985,Ba2YC2(O2F)3,-3.2148292888264285
mp-768954,Ba2YCl7,-2.8542437930320004
mp-1049052,Ba2YCo2F11,-3.528252774047292
mp-1048316,Ba2YCo3O7,-2.3327676399038464
mp-1214571,Ba2YCoCu2O7,-2.244336302211538
mp-1049234,Ba2YCr2F11,-3.698978103422292
mp-1048325,Ba2YCr3O7,-2.6950838714423067
mp-1044526,Ba2YCu2F11,-3.333869068422292
mp-1214583,Ba2YCu2HgO7,-2.1001142706730778
mp-1200772,Ba2YCu3(PbO4)2,-2.052357686875
mp-1214572,Ba2YCu3O6F,-2.30519547413
mp-20674,Ba2YCu3O7,-2.1923260937500006
mp-1214613,Ba2YCu3O8,-2.0628659314285716
mp-1228257,Ba2YCu3PbO7,-2.1329463449107147
mp-1096848,Ba2YCu3S7,-1.3955173875721152
mp-1214650,Ba2YCu3SO6,-2.021083293197115
mp-1214594,Ba2YCuO5,-2.5303021173611118
mp-777744,Ba2YF7,-4.308428654333
mp-1049241,Ba2YFe2F11,-3.660858901963959
mp-565449,Ba2YFe3O8,-2.6071106085714293
mp-1106265,Ba2YGaSe5,-1.6495512969965276
mp-1189739,Ba2YGaTe5,-1.2992881811111114
mp-849802,Ba2YI7,-1.6246769514999997
mp-1205397,Ba2YInSe5,-1.6289423195891208
mp-1106096,Ba2YInTe5,-1.2558061670370373
mp-15888,Ba2YIrO6,-2.7760645817500005
mp-1049236,Ba2YMn2F11,-3.7541219864589572
mp-1048447,Ba2YMn2TlO7,-2.5175742235130767
mp-1048321,Ba2YMn3O7,-2.657902528586924
mp-1041433,Ba2YMn3O8,-2.6924534794914288
mp-1048190,Ba2YMo3O8,-2.531011291428572
mp-1205669,Ba2YMoO6,-3.0717689247500006
mp-7251,Ba2YNbO6,-3.46310746475
mp-1044915,Ba2YNi2F11,-3.424385410922292
mp-1048426,Ba2YNi3O7,-2.0415493699038456
mp-1048131,Ba2YNi3O8,-1.965108485714286
mp-1078303,Ba2YOsO6,-2.88373024825
mp-6430,Ba2YReO6,-3.0466764164999995
mp-6428,Ba2YRuO6,-2.84816510025
mvc-672,Ba2YSb3O8,-2.3518581324999994
mp-6492,Ba2YSbO6,-3.0952737802500017
mp-1044569,Ba2YSn2F11,-3.590212216130625
mp-1048035,Ba2YSn3O7,-2.346954801826924
mp-1047749,Ba2YSn3O8,-2.4991776917857145
mp-12385,Ba2YTaO6,-3.5881598177500016
mp-1044611,Ba2YTi2F11,-3.771655093422291
mp-1046020,Ba2YTi2TlO7,-3.0197476405448715
mp-1047867,Ba2YTi3O7,-3.192998484519231
mp-1047361,Ba2YTi3O8,-3.4143769685714283
mp-1046353,Ba2YTlCo2O7,-2.2572967918269224
mp-1046345,Ba2YTlCr2O7,-2.584778471826924
mp-654374,Ba2YTlCu2O7,-2.210533881826924
mp-1046351,Ba2YTlFe2O7,-2.3771033287500005
mp-1046397,Ba2YTlNi2O7,-2.0272077441346146
mvc-2582,Ba2YTlSn2O7,-2.3475124910576928
mvc-2994,Ba2YTlV2O7,-2.6597503510576925
mp-1046386,Ba2YTlW2O7,-2.1816508325961532
mp-1205713,Ba2YUO6,-3.65695676575
mp-1044893,Ba2YV2F11,-3.7386831894639583
mp-1048379,Ba2YV3O7,-2.72543226375
mp-1047835,Ba2YV3O8,-2.9154117592857145
mp-1048842,Ba2YW2F11,-3.2388719677972917
mp-1048468,Ba2YW3O7,-2.053301314519232
mp-1048138,Ba2YW3O8,-2.2855139314285697
mp-1205685,Ba2YZrO6,-3.395999960750001
mp-15039,Ba2Yb(CuO2)4,-1.9209773513333317
mp-684853,Ba2Yb2Al4Si3(N5O2)2,-1.2901838927519995
mp-1214697,Ba2Yb2CuPtO8,-2.400699456428572
mp-556696,Ba2YbB2ClO6,-3.0915185449244453
mp-545436,Ba2YbBiO6,-2.54316456925
mp-1214570,Ba2YbCu3O7,-2.038976799134616
mp-1188896,Ba2YbInSe5,-1.4541804257002309
mp-1205934,Ba2YbMoO6,-3.0247413827499985
mp-19751,Ba2YbNbO6,-3.17488479775
mp-13935,Ba2YbReO6,-3.0099960615000008
mp-12730,Ba2YbRuO6,-2.6754452872500005
mp-14294,Ba2YbSbO6,-2.8257568752499997
mp-7127,Ba2YbTaO6,-3.2999201607500006
mp-1205759,Ba2YbUO6,-3.6094567457499998
mp-1018178,Ba2Zn,-0.13587225500000008
mp-558680,Ba2Zn(BO2)6,-2.937137995476192
mp-559138,Ba2Zn(BO3)2,-2.918417825416667
mp-696066,Ba2Zn(HO)6,-1.1993308609479996
mp-1182747,Ba2Zn(P3O14)2,-1.7554608119691109
mp-555271,Ba2Zn2ClF7,-3.269098334299166
mp-1214629,Ba2Zn2Cr7Ga2(SnO11)2,-2.3928666510135126
mp-1195039,Ba2Zn2TeP2O11,-2.6530764533630955
mp-14769,Ba2Zn3(AsO)2,-1.4170882075
mp-555980,Ba2Zn3(PO3)10,-2.704051418420635
mp-1214592,Ba2Zn3F10,-3.2488444831266667
mp-541827,Ba2Zn7F18,-2.975909878015555
mp-1097365,Ba2ZnAg,1.17899990625
mp-622268,Ba2ZnAg2(SeO)2,-1.5501267299652781
mp-1078636,Ba2ZnAs2,-0.9448707010000004
mp-1095934,Ba2ZnAu,0.93638337625
mp-1079130,Ba2ZnBi2,-0.732518168
mp-984784,Ba2ZnCd,-0.235643115
mp-1045862,Ba2ZnCr2CuF14,-3.1508637068330003
mp-1045620,Ba2ZnCu3F14,-2.6197378968330005
mp-1045718,Ba2ZnCuAg2F14,-2.4542252748330005
mvc-1818,Ba2ZnCuBi2F14,-3.024622194582999
mvc-2456,Ba2ZnCuNi2F14,-2.6564542495829992
mp-1045711,Ba2ZnCuSb2F14,-2.9894797818330003
mp-1045777,Ba2ZnCuSn2F14,-2.990900685583
mp-7739,Ba2ZnF6,-3.639997011348889
mp-1045827,Ba2ZnFe2CuF14,-3.0370918613330002
mvc-15137,Ba2ZnFe2F14,-2.942361872718947
mp-1096058,Ba2ZnGa,1.2224021112499996
mp-1190949,Ba2ZnGe2O7,-2.593386104895833
mp-17244,Ba2ZnGe2S6O,-1.6612418913020826
mp-1183301,Ba2ZnHg,-0.34214946875
mp-1183381,Ba2ZnIn,-0.28745637958333337
mp-1206097,Ba2ZnMoO6,-2.58539413925
mp-9307,Ba2ZnN2,-0.5699969699519997
mp-17911,Ba2ZnO3,-2.5435015202083338
mp-1182550,Ba2ZnO6,-1.4567289513888886
mp-1205691,Ba2ZnOsO6,-2.31053262975
mp-1214553,Ba2ZnP2F,-0.373730342579286
mp-1093602,Ba2ZnPb,0.8796411187499997
mp-1096110,Ba2ZnPd,0.99284108125
mp-549970,Ba2ZnReO6,-2.548177517
mp-5587,Ba2ZnS3,-1.992695789114584
mp-1079149,Ba2ZnSb2,-0.8672141729999999
mp-1214559,Ba2ZnSb2F,-0.6265268168650001
mp-558629,Ba2ZnSi2O7,-3.1596124961458334
mp-1093764,Ba2ZnSn,1.0832562599999995
mp-1078410,Ba2ZnTeO6,-2.3798404152500003
mp-557382,Ba2ZnWO6,-2.659685453250001
mp-1214740,Ba2Zr2(SiO4)3,-3.5111855700000025
mp-568105,Ba2Zr6BCl17,-2.311272844695641
mp-769802,Ba2Zr7O16,-3.7343030916
mp-1204722,Ba2ZrC8O19,-1.725015345625
mp-5900,Ba2ZrF8,-4.1825986142745455
mp-1228073,Ba2ZrInO6,-2.9269636150833334
mp-8335,Ba2ZrO4,-3.444980780714286
mp-1228078,Ba2ZrO6,-2.416628948611112
mp-3813,Ba2ZrS4,-2.2697956066071443
mp-1228067,Ba2ZrSnO6,-3.1545084292500007
mp-1078457,Ba2ZrTiO6,-3.575992336416669
mp-1205832,Ba2ZrUO6,-3.55351819575
mp-1228086,Ba2ZrWO6,-3.06131680375
mp-1202519,Ba3(AlAs2)2,-0.9531122302777776
mp-10669,Ba3(AlGe)2,-0.4766415300000005
mp-17133,Ba3(AlN2)2,-1.0419028463355555
mp-1202948,Ba3(AlP2)2,-0.9634893495634916
mp-1190157,Ba3(AlPt)4,-0.8721573327272732
mp-9578,Ba3(AlSi)2,-0.36330006857142905
mp-7377,Ba3(AlSn)2,-0.5179652914285711
mp-9783,Ba3(AsO4)2,-2.705206182307692
mp-30905,Ba3(BN2)2,-1.1853815697614818
mp-755417,Ba3(BO3)2,-3.163744958712121
mp-1228327,Ba3(Br2Cl)2,-2.475248664335556
mp-752648,Ba3(BrO)2,-2.6067212403571443
mp-1080464,Ba3(CdAs2)2,-0.8400099266666672
mp-571069,Ba3(CdSb2)2,-0.7734209377777775
mp-1178551,Ba3(ClO)2,-2.8888014498600003
mp-30904,Ba3(CrS3)2,-1.7925692190340912
mp-18297,Ba3(GaN2)2,-0.6591743341133325
mp-29302,Ba3(GaS3)2,-1.8807959003977281
mp-675489,Ba3(Ge2C)2,-0.11250300638888906
mp-1190530,Ba3(Ge4Ir)4,-0.3770216969565221
mp-1192163,Ba3(Ge4Rh)4,-0.4116089117391301
mp-29092,Ba3(GeN)2,-0.6912584342514287
mp-643047,Ba3(H6Ir)2,-0.6526412813788239
mp-19913,Ba3(InP2)2,-0.7880540244709001
mp-772916,Ba3(LaI6)2,-1.5868459469117648
mp-15753,Ba3(LiAs)4,-0.9279108581818184
mp-1095231,Ba3(LiBi)4,-0.7619657009090911
mp-1095406,Ba3(LiSb)4,-0.8809868745454547
mp-30254,Ba3(LiSn2)4,-0.5150911220000002
mp-745095,Ba3(Mo9O14)2,-1.8161772783673469
mp-1228324,Ba3(NaSb2)2,-0.8085982549999997
mp-1228675,Ba3(P3O11)2,-2.3072269619470047
mp-1198010,Ba3(P3O13)2,-1.7201761127244903
mp-3857,Ba3(PO4)2,-3.309815258791209
mp-554255,Ba3(PS4)2,-1.669242718983517
mp-571415,Ba3(PSe4)2,-1.0865658138873628
mp-758025,Ba3(RhO2)14,-1.5166572814444452
mp-31238,Ba3(SbO3)2,-2.5855446846212127
mp-27887,Ba3(Si2P3)2,-0.6589494721428574
mp-11692,Ba3(SiAs2)2,-0.8056626438888885
mp-17470,Ba3(SnAs2)2,-0.819602444444445
mp-601867,Ba3(SnP2)2,-0.7642916167857147
mp-29354,Ba3(TaS4)2,-1.9469876658333336
mp-776463,Ba3(YI6)2,-1.555244439264706
mp-1079622,Ba3(ZnAs2)2,-0.8455864777777778
mp-686499,Ba32Sb7Pb25O96,-2.23994393471875
mp-1228791,Ba36Al9Sn23,-0.5316352600735295
mp-1202832,Ba38Na58Li26H,-0.009592574541625902
mp-570185,Ba38Na58Li26N,-0.022982324084389938
mp-647275,Ba39Li80N9,-0.0684423314173439
mp-1183376,Ba3Ac,0.11265932708333315
mp-12612,Ba3Ag2,-0.2260739706666665
mvc-15289,Ba3Al2(Sb2O7)3,-2.298598434882813
mp-14049,Ba3Al2(SiO4)3,-3.170380241000001
mp-1201953,Ba3Al2B10H4O23,-2.8748703209499213
mp-556036,Ba3Al2Cu2F16,-3.499322982566956
mp-3361,Ba3Al2F12,-4.093182168045884
mp-1229132,Ba3Al2Ga2(FeO6)2,-2.7676762616666672
mp-1204798,Ba3Al2O12,-1.7918389285294118
mp-1196869,Ba3Al2O6,-3.275330466742425
mp-1203016,Ba3Al3As5,-0.871633073030303
mp-569218,Ba3Al3Ga2,-0.3411873806250001
mp-1196964,Ba3Al3P5,-0.9241474547619044
mvc-11893,Ba3Al4(Sb2O7)3,-2.350029466654412
mp-261,Ba3Al5,-0.22890805874999964
mp-1192376,Ba3AlAs3,-1.0336378535714297
mp-556863,Ba3AlF9,-4.117863297554615
mp-707218,Ba3AlHO4,-2.767865894568889
mp-1192373,Ba3AlP3,-1.0096400166326531
mp-18439,Ba3AlSb3,-0.9120334242857142
mp-524,Ba3As14,-0.4547451791176472
mp-1013560,Ba3As2,-0.6485789839999999
mp-722774,Ba3As2H14S8O7,-1.4161811907185289
mp-1194837,Ba3As2H34O25,-1.6329125394426565
mp-1182848,Ba3As2S8O7,-1.6370167624375
mp-1195773,Ba3As4(HO7)2,-2.2467040082495657
mp-1013734,Ba3AsN,-0.7473788374759998
mp-1013586,Ba3AsP,-0.681858511428571
mp-1104164,Ba3Au2,-0.6025726633333335
mp-1200496,Ba3B(BrO)3,-2.775218591041667
mp-6578,Ba3B(PO4)3,-3.1923303113471184
mp-1194742,Ba3B3Pb2BrO9,-2.7190500334027767
mp-1195317,Ba3B3Pb2ClO9,-2.7763441355283343
mp-1199009,Ba3B6H2O13,-2.9086571849370837
mp-1195844,Ba3B6O11F2,-3.222577772324092
mp-9793,Ba3BAsO3,-2.5423044456770842
mp-9712,Ba3BPO3,-2.50389161281994
mp-554479,Ba3BPO7,-3.224819824796627
mp-1228181,Ba3Be2B5HO13,-2.9958193503418062
mp-1228082,Ba3BeIr2O9,-2.1261908597499994
mp-1200141,Ba3Bi(BO2)9,-2.94434230217742
mp-556855,Ba3Bi(ClO)3,-2.7212403681030004
mp-1013736,Ba3Bi2,-0.5099732719999999
mp-555231,Ba3Bi2(PO4)4,-2.906504034942857
mp-675179,Ba3Bi2F12,-3.4958552026047056
mp-1214589,Ba3Bi2I2O5,-2.1462080063541658
mp-1228435,Ba3Bi2PbO9,-2.20889393375
mp-669415,Ba3Bi6PbSe13,-0.8608513670312503
mp-1013563,Ba3BiAs,-0.8204114
mp-1194190,Ba3BiIr2O9,-2.11062745575
mp-1228361,Ba3BiIrRuO9,-2.1661354047500008
mp-567666,Ba3BiN,-0.8516742784760005
mp-1013691,Ba3BiP,-0.8397811494285712
mp-1228457,Ba3BiPb2O9,-2.1663219617500005
mp-556602,Ba3BiRu2O9,-2.2125356510833343
mp-1013584,Ba3BiSb,-0.6203436940000003
mp-1201184,Ba3CCl4O3,-2.8232728936854534
mp-1183374,Ba3Ca,0.03304261812500009
mp-1019520,Ba3Ca2(SiN3)2,-1.1758663434061538
mp-1228277,Ba3CaBi2O9,-2.4321474692500002
mp-1214671,Ba3CaCuSi6O17,-3.213746945491071
mp-859126,Ba3CaI8,-1.714927408125
mp-17448,Ba3CaIr2O9,-2.3890571029166674
mp-1228470,Ba3CaLa2(Cu3O7)2,-2.1870294809615385
mp-1228590,Ba3CaLa2Cu6O13,-2.2116458425500003
mp-1214569,Ba3CaNb2O9,-3.3172269792500004
mp-1078915,Ba3CaO4,-2.8277706265625
mp-6443,Ba3CaRu2O9,-2.489691813916667
mp-554817,Ba3CaSb2O9,-2.777224137583334
mp-1228141,Ba3CaTa2O9,-3.4700348679166675
mp-1228204,Ba3CaTiWO9,-3.1782104270277776
mp-736122,Ba3CaZrWO9,-3.076077884805555
mp-1214580,Ba3Cd(SiO4)2,-3.086834791071428
mp-1228659,Ba3Cd(SnS4)2,-1.5857134850000003
mp-1104861,Ba3CdHg10,-0.3780415732142857
mp-1214618,Ba3CdIr2O9,-2.0779611254166683
mp-1183563,Ba3Ce,0.3223030462500001
mp-581090,Ba3Ce2C5O15F2,-2.8511072020325923
mp-1178568,Ba3Ce2O6,-3.2430596397727283
mp-1214640,Ba3CeIr2O9,-2.590021486083333
mp-6301,Ba3CeRu2O9,-2.68197767975
mp-861914,Ba3Co(CN)3,-0.7015045838389995
mp-1198060,Ba3Co2(NO2)12,-1.2406013693551214
mp-1228027,Ba3Co2WO9,-2.3677777530833337
mp-1228226,Ba3Co3Te(PO7)2,-2.526133916164597
mp-1214703,Ba3Co8Sn3O20,-1.8526356579411765
mp-1214637,Ba3CoIr2O9,-2.06009457075
mp-1214566,Ba3CoO5,-2.4798186856944446
mp-19058,Ba3CoRu2O9,-2.192605057416666
mp-19337,Ba3CoSb2O9,-2.4581344430833334
mp-1193538,Ba3Cr2MoO9,-2.713059039416667
mp-18913,Ba3Cr2O8,-2.6059880692307704
mp-559226,Ba3Cr2WO9,-2.7641925890833323
mp-12905,Ba3CrN3,-0.915366173877142
mp-19197,Ba3CrO5,-2.7568587956944453
mp-1228373,Ba3Cu17AgP6,-0.3096963904761902
mp-559757,Ba3Cu2(ClO2)2,-2.2462488510472727
mp-703291,Ba3CuP2Br3O7,-2.0840556389397324
mp-22472,Ba3CuRu2O9,-2.1292581140833344
mp-17145,Ba3CuSb2O9,-2.35333733775
mp-1183385,Ba3Dy,0.2284771037499995
mp-1214634,Ba3Dy(BO2)9,-3.1473287474999987
mp-1214848,Ba3Dy(BO3)3,-3.3154144087239588
mp-560798,Ba3Dy2(PS4)4,-1.5994626905428584
mp-8974,Ba3Dy4O9,-3.5785680944531264
mp-1228297,Ba3DyIrRuO9,-2.5991493877500007
mp-541720,Ba3DyRu2O9,-2.6466811204166683
mp-706328,Ba3DyUFeO9,-3.0986422510833336
mp-1183359,Ba3Er,0.2378798024999997
mp-1214718,Ba3Er(BO2)9,-3.1504998404032274
mp-1214885,Ba3Er(BO3)3,-3.3228846087239585
mp-560534,Ba3Er2(PS4)4,-1.5930272692428575
mp-8837,Ba3Er2Cu2PtO10,-2.5482598779166667
mp-1228244,Ba3Er2MoO9,-3.261430513416666
mp-14853,Ba3Er4O9,-3.6151765550781256
mp-1228390,Ba3ErIrRuO9,-2.6112715660833343
mp-566430,Ba3ErMn2O9,-2.765253721544666
mp-541721,Ba3ErRu2O9,-2.658219007083334
mp-1183350,Ba3Eu,0.04716834875000009
mp-1214649,Ba3Eu(BO2)9,-3.06847517217742
mp-1229152,Ba3Eu3(Fe3O8)2,-2.4844899769642863
mp-556259,Ba3EuRu2O9,-2.5172118847500013
mp-1228526,Ba3Fe10SnO20,-2.0241852797058844
mp-1228826,Ba3Fe2(Ge2O7)2,-2.4625733664130425
mp-1201385,Ba3Fe26O41,-1.951290235875001
mp-565905,Ba3Fe2Br2O5,-2.4264580809375005
mp-1147585,Ba3Fe2BrO5,-2.357253226022728
mp-565952,Ba3Fe2Cl2O5,-2.597420683980834
mp-1198352,Ba3Fe2P4(O6F5)2,-2.8242509946926275
mp-1147669,Ba3Fe2TeO5,-2.26948452875
mp-1228445,Ba3Fe2TeO9,-2.424269221416666
