task_id,composition,band_gap
mp-1195030,B10H33C10I,2.9553000000000003
mp-1182647,B10Pb3O20,0.2857999999999996
mp-1195990,B10Pb4Cl2O19,0.34320000000000017
mp-1203744,B10Pb4O21,0.10850000000000004
mp-1199204,B11(Pb2O9)3,0.0
mp-1199984,B11H11C4SI10NF,2.2123
mp-1198154,B11H18C4S2NCl,3.5272
mp-1205245,B11H2CCl11,3.5503
mp-707494,B11H9C(Br3O2)2,0.7529
mp-1228811,B11Rh18,0.0
mp-849805,B12H21C4S2I,4.2795
mp-1200351,B12Pb6O25,1.4263
mp-555170,B12S,0.0
mp-1001602,B12W,0.0
mp-576,B13C2,0.008899999999999686
mp-27200,B13H19,2.7669
mp-534,B13N2,0.0
mp-13862,B13P2,0.0
mp-30935,B17F27,2.5751
mp-989472,B2(CN2)3,2.475
mp-28092,B20H26O,1.0827
mp-1196291,B20H30C2S,2.5758
mp-1228750,B20Ir4W5,0.0
mp-1228730,B24Mo7,0.0
mp-1182541,B24N4O,0.5245999999999995
mp-29028,B2AsCl2,3.3988
mp-1008528,B2AsP,1.0622999999999996
mp-10681,B2Au,0.0
mp-1079333,B2CN,0.0
mp-1228638,B2CN2,1.0138999999999996
mp-1205212,B2F3,2.4325
mp-554598,B2H10C2NClO3,3.8902
mp-558377,B2H12C3(NO)6,4.5761
mp-1204652,B2H20C6N3Cl5,0.4366999999999999
mp-1204048,B2H26C8N20Cl2O,4.1012
mp-27876,B2H3,3.074
mp-29655,B2H4C,4.7203
mp-27990,B2H5,6.3448
mp-1197839,B2H8N,5.641
mp-631586,B2IrCl,0.0
mp-2331,B2Mo,0.0
mp-1196917,B2Mo(PbO2)6,2.3286
mp-20391,B2Mo2Ir,0.0
mp-1188450,B2Mo2Os,0.0
mp-1079053,B2Mo3,0.0
mp-1228661,B2MoRu,0.0
mp-1214908,B2NCl3,4.3794
mp-614006,B2O,0.0
mp-2850,B2Os,0.0
mp-1188234,B2OsW2,0.0
mp-28426,B2PCl2,3.8135
mp-1203791,B2PH20C5N,5.0835
mp-1192421,B2Pb2O5,2.8502
mp-662553,B2Pb2S5,1.6624
mp-1203040,B2Pb4O7,2.5247999999999995
mp-553930,B2Pb6SO12,2.7033000000000005
mp-1198358,B2Pb6WO12,2.5468
mp-2617,B2Pd5,0.0
mp-540900,B2PdO4,0.7786
mp-1077,B2Ru,0.0
mp-1228657,B2RuW,0.0
mp-1019509,B2S2O9,6.6762
mp-1199451,B2S3,2.5264
mp-558521,B2Se2O7,3.9418
mp-768235,B2TeO5,3.3161
mp-779332,B2TeO6,2.5855
mp-569803,B2W,0.0
mp-32715,B36O5,2.341600000000001
mp-642462,B3C10N3,0.17079999999999984
mp-1196163,B3H10N,6.020099999999999
mp-699467,B3H12CN4O,3.0203
mp-778385,B3H3SeO9,3.2394
mp-29446,B3H4,2.315
mp-1200137,B3H4NO5,5.5185999999999975
mp-569405,B3H5,3.697
mp-699412,B3H52C16(NO)12,0.002000000000000224
mp-1236886,B3H5N3,4.5759
mp-677715,B3H60C16(NO)12,0.0
mp-696308,B3H7CO,4.0448
mp-696812,B3H7N,1.4863
mp-1080111,B3Mo,0.0
mp-1079348,B3Os2,0.0
mp-1229254,B3Pb10Br3O13,2.4158
mp-1200969,B3Pb3NO10,2.9951000000000003
mp-1195239,B3Pb6BrO10,2.8217
mp-560833,B3Pb6ClO10,2.8160000000000003
mp-1195003,B3Pb6O10F,2.7661
mp-1196893,B3Pd16,0.0
mp-1106065,B3Rh7,0.0
mp-13854,B3Ru2,0.0
mp-17535,B3Ru7,0.0
mp-545479,B4CCl6O,4.0675
mp-553954,B4COF6,4.9696
mp-27798,B4H5,2.8803
mp-1228687,B4Mo,0.0
mp-1228634,B4MoIr,0.0
mp-1228655,B4MoRu2,0.0
mp-1215095,B4N2O11,0.7744
mp-1188147,B4Os,0.0
mp-1228631,B4OsW,0.0
mp-27426,B4PF9,5.7120000000000015
mp-1201222,B4Pb6O13,0.0
mp-9747,B4PbO7,4.208499999999999
mp-567926,B4Rh5,0.0
mp-29306,B5(H2N)2,2.8741000000000003
mp-30936,B5F6,3.2985
mp-30529,B5H11,4.7463
mp-27892,B5H11N2,3.8593
mp-723094,B5H12C2NO10,5.6913
mp-703444,B5H12NO12,5.5022
mp-600191,B5H15C3N,4.1616
mp-707942,B5H2Pb2O11,0.19349999999999976
mp-1201949,B5H4,2.8795
mp-721905,B5H4NO10,0.0
mp-1196660,B5H4NO8,5.7306
mp-30977,B5H6Br,3.0316
mp-706630,B5H7,3.5551
mp-29611,B5H8,5.4263
mp-721584,B5H8NO12,0.0
mp-29783,B5H9,5.9591
mp-27893,B5H9N,3.7727
mp-1182499,B5I,0.11630000000000028
mp-1228672,B5Ir3W2,0.0
mp-1204898,B5NO12,0.03189999999999982
mp-758806,B5PH4Cl,4.2176
mp-23623,B5Pb2BrO9,3.4053000000000004
mp-557103,B5Pb2ClO9,3.4890000000000003
mp-1200548,B5Pb2IO9,3.3139
mp-779174,B5SbO10,2.1823
mp-1203749,B5TeH5C,2.122
mp-8079,B5W2,0.0
mp-624,B6As,2.6454000000000004
mp-849797,B6H10C2SBr,4.5166
mp-31064,B6H10N,5.6575000000000015
mp-1201564,B6H13CN4,5.2555
mp-560159,B6H21C5N2O,4.4939
mp-1346,B6O,1.8524000000000005
mp-1197636,B6P2H14N2O19,1.1158
mp-1096825,B6Pb,0.9208999999999996
mp-1197284,B6Pb3O11F2,3.0374
mp-27820,B7H10,2.5117
mp-758800,B84O11,2.8160000000000003
mp-733481,B8H10N,0.4686
mp-1228685,B8O,2.4693
mp-1228676,B8P,0.15840000000000032
mp-1198815,B8P2H18IrC8Cl,0.2931
mp-1199795,B8P2H39RhC13,2.2867
mp-1198024,B8PH24PtC7,1.3114
mp-1201012,B8PbO15,0.016900000000000012
mp-505535,B8Ru11,0.0
mp-633538,B9C,0.0
mp-29654,B9H11,2.9118
mp-28052,B9H11C2,3.6607
mp-28668,B9H11N4,3.0055
mp-27202,B9H8S,4.1560000000000015
mp-1079812,B9N,0.0
mp-1182634,B9Pb8O21F,3.4296
mp-622018,BAs5(Pb3O10)2,2.9516
mp-1191775,BAsH4NO4F,4.3477
mp-3277,BAsO4,4.2615
mp-22430,BAsPbO5,3.3721
mp-1183149,BAu,0.0
mp-1183146,BAu3,0.0
mp-1183212,BAuO3,0.0
mp-685043,BBr,1.2319
mp-23225,BBr3,3.8273
mp-984728,BC,0.0
mp-1215031,BC10XeF17,2.1325
mp-1214900,BC12ClF10,2.8185
mp-1215033,BC24Br(NF2)6,1.4827
mp-629458,BC2N,1.6619000000000008
mp-1239206,BC3,0.0
mp-1077125,BC5,0.0
mp-1214918,BC6BrNF5,3.6522
mp-1195493,BC6XeF11,1.5730000000000002
mp-1078935,BC7,0.0
mp-1199460,BCl,0.2292000000000001
mp-557856,BCl(OF2)2,1.9494
mp-23316,BCl2,2.9181
mp-23184,BCl3,4.7135
mp-23398,BClF6,3.3031
mp-27864,BF2,4.8996
mp-558149,BF3,8.1417
mp-1238837,BH,0.0
mp-1105235,BH(PbO2)2,3.1768
mp-734069,BH10C2N5O3,4.5377
mp-698289,BH11AuC4IN2,1.9587
mp-554318,BH11C4BrNF4,5.1176
mp-559235,BH11C4NClF4,6.3732000000000015
mp-1182357,BH12C3N,5.6541
mp-1200814,BH12N4F3,4.8729
mp-1204476,BH17C6NCl,5.0641
mp-696298,BH2CO,4.0087
mp-29475,BH2N,5.2948
mp-720847,BH2NCl2,5.8178
mp-707009,BH2OF3,7.5534
mp-1214776,BH2S3N3F4,2.1738
mp-634117,BH3,5.3234
mp-24160,BH3NF3,7.7194
mp-697120,BH3NF4,7.5583
mp-696379,BH3OF4,7.6572999999999976
mp-1193817,BH4C4N5,6.3568
mp-27341,BH4N,5.9404
mp-720391,BH4NF4,7.4709
mp-696656,BH4O2F3,7.0555
mp-706612,BH5(NF2)2,6.204
mp-1196968,BH5(OF2)2,6.9636999999999984
mp-706227,BH5C4(N2O)2,0.006900000000000017
mp-696210,BH5CN2,5.4699
mp-706606,BH5CSN2,3.9122
mp-1106172,BH5NCl,5.4184
mp-862539,BH6CN3F4,5.6634
mp-1188579,BH6N,6.0147
mp-699265,BH6Ru3C6O19F4,0.08440000000000003
mp-27612,BH7N2,5.6370000000000005
mp-567989,BH8CN,6.158
mp-558506,BH9(CO)3,5.7751
mp-1200679,BHN4,4.3681
mp-1198592,BHO2,6.2883999999999975
mp-1200187,BHS3O11,5.6963
mp-23189,BI3,2.6816
mp-1183252,BIr,0.0
mp-1183221,BIrO3,0.0
mp-28897,BIrPd,0.0
mp-2501,BMo2,0.0
mp-4472,BMo2C,0.0
mp-1238849,BMoC,0.0
mp-1228637,BMoW,0.0
mp-1228641,BMoWC,0.0
mp-7991,BN,4.2732
mp-555207,BN(OF2)2,2.9938
mp-27486,BN3Cl2,3.2518
mp-1203052,BNCl,0.016199999999999992
mp-23045,BNCl2,2.8083
mp-1182455,BNF4,2.7537000000000003
mp-4674,BNF8,2.9979
mp-1182442,BO2F3,2.0284
mp-1192099,BO3,0.0
mp-997617,BOs,0.0
mp-1183263,BOs3,0.0
mp-1203648,BOs3(CO)10,0.29450000000000004
mp-984553,BOsO3,0.0
mp-1203334,BP(H3N)3,4.9005
mp-567433,BP(IBr)3,1.9337
mp-1201606,BP(PbO2)4,2.7862
mp-569608,BP2N2Cl7,3.0653
mp-1182507,BP2Pb2O9,0.02650000000000041
mp-1203864,BP3(PbO4)3,3.9649
mp-1200474,BP4(HO2)3,4.362
mp-863030,BP4(SBr)3,2.6310000000000002
mp-1197482,BP4(SI)3,2.1626
mp-1202148,BP4H36Rh(C9F5)4,2.5140000000000002
mp-1228851,BP5(Pb3O10)2,3.8172
mp-568514,BPBr2NCl3,2.9078
mp-1201622,BPBr6,2.7093
mp-1195775,BPH4NO4F,5.809799999999999
mp-758984,BPH9C2,5.6154
mp-3589,BPO4,7.2565
mp-21266,BPPbO5,4.259
mp-27724,BPS4,2.2625
mp-1202733,BPb2O3F,3.1934
mp-1201056,BPb3O4F,2.3544
mp-1201413,BPb7Br3O7,1.9212
mp-984554,BPbO3,0.0
mp-7424,BPd2,0.0
mp-631580,BPd2Br,0.0
mp-20517,BPd3,0.0
mp-1228665,BPd5,0.0
mp-1214755,BPd6,0.0
mp-1183242,BPdO3,0.0
mp-1096829,BPt,0.0
mp-1077788,BPt2,0.0
mp-861943,BPt3,0.0
mp-1183277,BPtO3,0.0
mp-567164,BRh,0.0
mp-1183231,BRu3,0.0
mp-540668,BS2,2.5564
mp-556762,BS2N2OF7,4.937
mp-1201734,BS4(NF)4,0.4113
mp-16813,BS4N4F3,1.9522
mp-27245,BSBr,3.6628
mp-27349,BSF7,4.9968
mp-755829,BSbO3,3.6549000000000014
mp-1214789,BSe2,1.755
mp-561226,BTe3(OF5)3,3.7899
mp-1183194,BTeO3,0.0
mp-7832,BW,0.0
mp-1113,BW2,0.0
mp-27286,Ba(Ag3O2)2,1.0629999999999995
mp-13910,Ba(AgGe)2,0.0
mp-1096838,Ba(AgO)2,1.7092
mp-8579,Ba(AgS)2,0.8761000000000001
mp-7882,Ba(AgSn)2,0.0
mp-18501,Ba(AgTe)2,0.6732999999999998
mp-30023,Ba(AlCl4)2,5.3836
mp-1207061,Ba(AlGa)2,0.0
mp-570482,Ba(AlGe)2,0.0
mp-14246,Ba(AlS2)2,3.6497
mp-1228740,Ba(AlSe2)2,3.0541000000000005
mp-5506,Ba(AlSi)2,0.0
mp-28505,Ba(AlTe2)2,1.5454
mp-1196154,Ba(As2O7)2,0.0
mp-14501,Ba(As3Pt2)2,0.19179999999999967
mp-1214761,Ba(As3Ru)4,0.0
mp-571350,Ba(AsPd)2,0.0
mp-568113,Ba(AsRh)2,0.0
mp-4109,Ba(AsRu)2,0.0
mp-28719,Ba(AuF4)2,2.5324
mp-558168,Ba(AuF6)2,1.5741999999999998
mp-9297,Ba(AuO2)2,1.4782
mp-1228679,Ba(B2Pt3)2,0.0
mp-1203559,Ba(BH)12,5.8056
mp-12073,Ba(BIr)2,0.0
mp-540659,Ba(BO2)2,4.522399999999998
mp-1204604,Ba(BO2)5,0.6019
mp-1201084,Ba(BO4)2,0.022299999999999983
mp-7349,Ba(BRh)2,0.0
mp-30126,Ba(BS2)2,2.7399
mp-570823,Ba(BSe3)2,1.6958000000000002
mp-12927,Ba(BeN)2,1.1717
mp-1047467,Ba(BiO2)4,0.0
mp-571599,Ba(BiPd)2,0.0
mp-1228976,Ba(BiS2)2,1.2836
mp-1190125,Ba(BrF4)2,3.1848
mp-1079338,Ba(BrO)2,0.0
mp-554626,Ba(BrO3)2,4.1943
mp-669448,Ba(C2N3)2,1.0745
mp-1214983,Ba(C2O5)2,0.442
mp-30237,Ba(CO)4,2.5917
mp-1193053,Ba(CO2)2,0.2267000000000001
mp-1214990,Ba(CO3)2,0.855
mp-1104609,Ba(Cd2Pt)2,0.0
mp-8281,Ba(CdAs)2,0.1591999999999998
mp-1069712,Ba(CdGe)2,0.0
mp-8279,Ba(CdP)2,0.6793
mp-8150,Ba(CdSb)2,0.0
mp-38417,Ba(CeS2)2,0.0
mp-1182380,Ba(ClO)2,0.5586
mp-28512,Ba(ClO3)2,5.268700000000001
mp-1190390,Ba(ClO4)2,5.4191
mp-21918,Ba(Co5As3)2,0.0018000000000002454
mp-20563,Ba(CoAs)2,0.0
mp-1070253,Ba(CoGe)2,0.0
mp-1029457,Ba(CoN)2,0.0
mp-1041292,Ba(CoO2)4,0.0
mp-1195776,Ba(CoSn4)2,0.0
mp-1229162,Ba(Cr5S8)2,0.2375000000000007
mp-571339,Ba(CrAs)2,0.0
mp-1029568,Ba(CrN2)2,0.0
mp-16052,Ba(Cu2As)2,0.0
mp-14786,Ba(Cu2As)4,0.0
mp-14785,Ba(Cu2P)4,0.0
mp-505215,Ba(Cu3As)2,0.0
mp-618788,Ba(Cu5P2)2,0.0
mp-9247,Ba(CuAs)2,0.0
mp-7374,Ba(CuO)2,1.3793000000000002
mp-1147739,Ba(CuO)4,0.0
mp-568474,Ba(CuP2)2,0.0
mp-5970,Ba(CuS)2,0.9028
mp-1080702,Ba(CuSb)2,0.0
mp-4473,Ba(CuSe)2,0.4863
mp-30133,Ba(CuTe)2,0.6006999999999998
mp-1193410,Ba(DyS2)2,1.7561999999999998
mp-1193797,Ba(DySe2)2,1.3869000000000002
mp-17927,Ba(DyTe2)2,0.7862
mp-1192439,Ba(ErS2)2,1.7249000000000003
mp-1192805,Ba(ErSe2)2,1.3823
mp-17928,Ba(ErTe2)2,0.7848999999999995
mp-582518,Ba(Fe2O3)9,0.04959999999999986
mp-568961,Ba(FeAs)2,0.0
mp-568396,Ba(FeBr4)2,0.8935000000000001
mp-19154,Ba(FeO2)2,1.7429
mvc-10874,Ba(FeO2)4,0.0
mp-4883,Ba(FeP)2,0.0
mp-27660,Ba(FeS2)2,0.0
mp-1189647,Ba(FeSb3)4,0.0
mp-1077893,Ba(FeSe2)2,0.0
mp-1183302,Ba(GaAs)2,1.2654999999999998
mp-1206799,Ba(GaH)2,0.0
mp-680226,Ba(GaO2)2,3.0273000000000003
mp-1199346,Ba(GaO3)2,0.0
mp-1105728,Ba(GaP)2,1.3799
mp-504985,Ba(GaPt)2,0.0
mp-849286,Ba(GaS2)2,2.8999
mp-29938,Ba(GaSb)2,0.027800000000000047
mp-7841,Ba(GaSe2)2,1.8578
mp-38117,Ba(GaTe2)2,0.5282
mp-1192904,Ba(GdS2)2,1.5956999999999997
mp-1194410,Ba(GdSe2)2,1.0897
mp-1182773,Ba(GdTe2)2,0.5689000000000002
mp-642304,Ba(Ge3Pt)4,0.0
mp-27810,Ba(GeAs)2,0.02479999999999993
mp-1228646,Ba(GeAu)2,0.0
mp-27809,Ba(GeP)2,0.5134000000000003
mp-10698,Ba(GeRh)2,0.0
mp-30050,Ba(GeRu)2,0.0
mp-625888,Ba(H2O3)2,0.002700000000000036
mp-626263,Ba(H8O5)2,3.8353
mp-1182823,Ba(H9O5)2,0.5971
mp-1214843,Ba(HCl)2,1.1089
mp-626973,Ba(HO)2,4.5412
mp-625873,Ba(HO2)2,2.9433
mp-686673,Ba(Hf2As3)6,0.0
mp-1193583,Ba(HoS2)2,1.7362000000000002
mp-17273,Ba(HoTe2)2,0.7850000000000001
mp-30991,Ba(IO3)2,3.5562000000000005
mp-574176,Ba(InAu)2,0.0
mp-1214759,Ba(InCu)2,0.0
mp-1105940,Ba(InP)2,0.4954000000000001
mp-1214750,Ba(InPt)2,0.0
mp-21943,Ba(InS2)2,2.3251000000000004
mp-1214945,Ba(InSb2)2,0.2479999999999993
mp-21766,Ba(InSe2)2,1.6869999999999998
mp-21183,Ba(InTe2)2,0.9628
mp-674187,Ba(IrO3)2,0.0
mp-754198,Ba(LaI4)2,2.1541
mp-33615,Ba(LaS2)2,2.0684
mp-37741,Ba(LaSe2)2,1.7602000000000002
mp-984052,Ba(LuS2)2,1.7477000000000005
mp-1192674,Ba(LuSe2)2,1.3895
mp-1192634,Ba(LuTe2)2,0.7829999999999999
mp-8280,Ba(MgAs)2,1.0689000000000002
mp-29209,Ba(MgBi)2,0.3967999999999998
mp-7876,Ba(MgGe)2,0.0
mp-1214765,Ba(MgIn)2,0.0
mp-8278,Ba(MgP)2,1.1366
mp-20452,Ba(MgPb)2,0.0
mp-9567,Ba(MgSb)2,0.8466
mp-7875,Ba(MgSi)2,0.0
mp-29622,Ba(MgSn)2,0.0
mp-15608,Ba(MnAs)2,0.0
mp-1068010,Ba(MnBi)2,0.0
mp-22412,Ba(MnGe)2,0.0
mp-19857,Ba(MnP)2,0.001100000000000101
mp-567240,Ba(MnSb)2,0.0
mp-22679,Ba(MnSn)2,0.0
mp-624196,Ba(Mo3O5)2,0.08589999999999964
mp-5716,Ba(Mo3S4)2,0.0
mp-1029505,Ba(MoN2)2,0.0
mp-1047842,Ba(MoO2)4,0.0
mp-1104001,Ba(MoSe)3,0.0
mp-27897,Ba(NO2)2,2.3587
mp-4396,Ba(NO3)2,3.6154
mp-752573,Ba(NaSi2)2,1.0116999999999998
mp-1029502,Ba(NbN2)2,2.1708
mp-866306,Ba(NdS2)2,1.6426000000000005
mp-36007,Ba(NdSe2)2,1.5999
mp-17236,Ba(Ni2B)6,0.0
mp-14765,Ba(Ni5P3)2,0.0
mp-568280,Ba(NiAs)2,0.0
mp-18991,Ba(NiO2)4,0.2845999999999997
mp-9473,Ba(NiP)2,0.0
mp-28927,Ba(NiP2)2,0.0
mp-1104130,Ba(P2Au)2,0.3552999999999997
mp-28895,Ba(P2Pd)2,0.0
mp-11169,Ba(PIr)2,0.0
mp-2983,Ba(PN2)2,3.9118
mp-559939,Ba(PO3)2,5.4349
mp-1191385,Ba(PO4)2,0.0
mp-12056,Ba(POs)2,0.0
mp-8236,Ba(PPd)2,0.0
mp-8583,Ba(PRh)2,0.0
mp-4484,Ba(PRu)2,0.0
mp-759541,Ba(PdO2)2,0.0
mp-28967,Ba(PdS2)2,0.8922000000000003
mp-36223,Ba(PrS2)2,1.9354
mp-33606,Ba(PrSe2)2,1.6190000000000002
mp-1029619,Ba(ReN2)2,0.0860000000000003
mp-1196150,Ba(ReO6)2,0.5490000000000002
mp-30432,Ba(RhPb2)3,0.0
mp-561944,Ba(RuO2)6,0.0
mp-1200730,Ba(SO2)2,2.3964000000000003
mp-1197994,Ba(SO2)4,0.1755
mp-1182450,Ba(SO4)2,1.5482
mp-1198200,Ba(SO4)5,0.01950000000000008
mp-1106056,Ba(Sb3Os)4,0.0
mp-9976,Ba(Sb3Ru)4,0.0
mp-570298,Ba(SbAu)2,0.0
mp-1200875,Ba(SbO2)3,0.010800000000000145
mp-1047430,Ba(SbO2)4,0.0
mp-9127,Ba(SbO3)2,2.8606
mp-1079967,Ba(SbPd)2,0.0
mp-1069937,Ba(SbRu)2,0.0
mp-28129,Ba(SbS2)2,1.4872999999999998
mp-4727,Ba(SbSe2)2,0.9964999999999996
mp-17501,Ba(ScTe2)2,0.4310000000000001
mp-1182383,Ba(SeO3)2,0.0
mp-567771,Ba(Si3N4)2,3.2547999999999995
mp-14561,Ba(SiIr)2,0.0
mp-27388,Ba(SiNi)2,0.0
mp-18655,Ba(SiRh)2,0.0
mp-1194376,Ba(SmS2)2,1.7245
mp-1193757,Ba(SmSe2)2,1.3924999999999996
mp-17786,Ba(SmTe2)2,0.7957000000000001
mp-1190471,Ba(Sn2Ru)3,0.0
mp-1047280,Ba(SnO2)4,0.0
mp-1120806,Ba(SnSe)32,0.0
mp-1029616,Ba(TaN2)2,2.6931
mp-1193223,Ba(TbS2)2,1.7542
mp-17153,Ba(TbTe2)2,0.7858999999999998
mp-1228689,Ba(TeMo)6,0.3764000000000003
mp-27254,Ba(TeO3)2,1.7482000000000002
mp-31275,Ba(TeP2)2,1.1654999999999998
mp-3392,Ba(TlHg)2,0.0
mp-1193579,Ba(TmS2)2,1.7422999999999995
mp-1193169,Ba(TmSe2)2,1.3891
mp-18196,Ba(TmTe2)2,0.7841
mp-1228781,Ba(V3S4)4,0.0
mp-1228772,Ba(V5S8)2,0.0
mp-1029918,Ba(VN2)2,1.5875000000000004
mp-1041454,Ba(WO2)4,0.0
mp-868170,Ba(WO3)6,0.0
mp-29036,Ba(YS2)2,1.7564000000000006
mp-1193099,Ba(YSe2)2,1.3861999999999997
mp-17872,Ba(YTe2)2,0.8059000000000003
mp-1194322,Ba(YbS2)2,1.7058999999999995
mp-7427,Ba(ZnAs)2,0.29879999999999995
mp-1206924,Ba(ZnGe)2,0.0
mp-7426,Ba(ZnP)2,0.0
mp-14207,Ba(ZnSb)2,0.0
mp-1070267,Ba(ZnSi)2,0.0
mp-13920,Ba(ZnSn)2,0.0
mp-27568,Ba10Al3Ge7,0.0
mp-1228723,Ba10Br4N5Cl,1.1050999999999995
mp-1228725,Ba10BrN5Cl4,1.0459
mp-1229139,Ba10Ca5Cu10Hg5O31,0.0
mp-1228878,Ba10CaY4(Cu3O7)5,0.0
mp-1229198,Ba10Co7(IrO10)3,0.0
mp-1229200,Ba10Cu5Hg5O21,0.0
mp-766417,Ba10Cu5O17,0.0
mp-1229210,Ba10Er5Cu15O34,0.0
mp-1228981,Ba10Fe8Pt2Cl2O25,0.0
mp-30430,Ba10Ga,0.0
mp-1229059,Ba10Gd2Y3(Cu3O7)5,0.0
mp-1229307,Ba10Gd3Y2(Cu3O7)5,0.0
mp-1229238,Ba10Gd4Y(Cu3O7)5,0.0
mp-1229303,Ba10GdY4(Cu3O7)5,0.0
mp-1228879,Ba10Ge7O3,0.0
mp-1229045,Ba10Ho5(Cu5O11)3,0.0
mp-1228784,Ba10IBr4N5,1.1252
mp-774832,Ba10Li2Bi4O21,0.0
mp-773964,Ba10LiW7O30,1.5209
mp-686330,Ba10Mg3ZrTa6O30,0.0
mp-1228946,Ba10MgMn3V8(Cl3O7)4,2.4493
mp-1228897,Ba10Nd4Y(MoO6)5,1.0907
mp-16990,Ba10P6SO24,3.188
mp-1229245,Ba10Pr2Y3(Cu3O7)5,0.0
mp-1229131,Ba10Pr4Y(CuO2)20,0.0
mp-1228864,Ba10Pr5Ir(Ru2O15)2,0.0
mp-691043,Ba10Pr5Nb(Sn2O15)2,0.0
mp-1228989,Ba10PrY4(Cu3O7)5,0.0
mp-1229203,Ba10PrY4(CuO2)20,0.0
mp-1203847,Ba10Re3O22,0.0
mp-1228940,Ba10Re6CO30,0.0
mp-1228911,Ba10Ru3W(Cl2O9)2,0.0
mp-1229228,Ba10Si69,0.0
mp-1229115,Ba10Sm5(Cu5O11)3,0.0
mp-40160,Ba10Ta10(N3O7)3,0.015700000000000713
mp-1228979,Ba10Ti8NbNiO30,0.0
mp-766994,Ba10V10O29,0.7658000000000005
mp-1229106,Ba10Y5(Cu5O11)3,0.0
mp-1229144,Ba10Y5(Fe5O12)3,0.6759
mp-1229067,Ba10Y5Cu15O32,0.0
mp-1228903,Ba10Y5Cu15O34,0.0
mp-1229016,Ba10Zn4Cu(WO6)5,0.0
mp-1228932,Ba11(Bi3O10)3,0.0
mp-655147,Ba11(Cd4Bi7)2,0.0
mp-570121,Ba11(CdSb2)6,0.5093999999999999
mp-676580,Ba11(Nb3S14)2,0.4653000000000001
mp-559484,Ba11(OsO6)4,0.0
mp-676889,Ba11(Ta3S13)2,0.5819999999999999
mp-1195112,Ba11B26P2(H3O29)2,4.492699999999999
mp-542293,Ba11Bi10,0.0
mp-605809,Ba11In6O3,0.0
mp-542428,Ba11Sb10,0.0
mp-1195315,Ba12(CoO3)11,0.0
mp-1228710,Ba12Br3Cl2F19,5.5665
mp-560641,Ba12Cl5F19,5.9804999999999975
mp-1228928,Ba12FeSi3S20,0.06440000000000001
mp-1228797,Ba12MnRu5(ClO6)4,0.0
mp-567643,Ba12Na15Li8N6,0.0
mp-1229173,Ba12Sm4Al3(CoO6)5,0.6347999999999998
mp-1229266,Ba12SrCa3(Ru2O9)4,0.15739999999999998
mp-1228785,Ba12V4O19,0.0
mp-1229148,Ba13B30(PbO30)2,4.0942
mp-758120,Ba13Bi11O36,0.0
mp-1229338,Ba13Ca2Re9(ClO15)3,2.4046
mp-555356,Ba13Dy8Zn4Pt4O37,2.2975000000000003
mp-757571,Ba13Nb14O42,0.0
mp-695535,Ba13Ru10BrO36,0.0
mp-1197065,Ba13Si6(Sn4As11)2,0.7290000000000001
mp-530714,Ba14AlSb11,0.5247999999999999
mp-738639,Ba14Ir8(PdO11)3,0.0
mp-774711,Ba14LiY7(Cu10O21)2,0.0
mp-567518,Ba14MnBi11,0.0
mp-532211,Ba14MnSb11,0.016499999999999737
mp-645700,Ba14Na11Li5N6,0.0
mp-6645,Ba14Na14CaN6,0.0
mp-645662,Ba14Na14LiN6,0.0
mp-542834,Ba14Na17CaN6,0.007499999999999841
mp-570644,Ba14Na21CaN6,0.0
mp-570449,Ba14Na7CaN6,0.0
mp-777942,Ba14Na8CaN6,0.0
mp-1229282,Ba14U2Fe4S25O,0.3965000000000001
mp-1229227,Ba14U2V4S25O,0.2027000000000001
mp-774710,Ba14Y7(Cu10O21)2,0.0
mp-620609,Ba15(ZrSe3)14,0.2641
mp-680291,Ba15Fe7S25,0.02099999999999991
mp-532092,Ba16Bi16O45,0.03340000000000032
mp-1228969,Ba16Ca2HC12N25O4,1.9564000000000004
mp-30001,Ba16Nb5N19,1.6979000000000002
mp-1197806,Ba16Re6O37,1.4856999999999998
mp-760205,Ba16S16O59,4.9752
mp-677468,Ba16Tb8Nb5(SnO16)3,0.0
mp-1229324,Ba16Zn9Ge80Pd3,0.0
mp-679951,Ba17Al3O7,0.004700000000000149
mp-556377,Ba17Dy16Zn8Pt4O57,2.2995
mp-561249,Ba17Er16Zn8Pt4O57,2.3049
mp-555188,Ba17Ho16Zn8Pt4O57,2.2984000000000004
mp-1229199,Ba17SrSm12Cl68,0.0
mp-557741,Ba17Tm16Zn8Pt4O57,2.3147
mp-759291,Ba17U11O42,0.0
mp-560146,Ba17Y16Zn8Pt4O57,2.2817
mp-680165,Ba17Yb16Zn8Pt4O57,0.0
mp-1204693,Ba18In8(S7F6)3,2.2909
mp-695389,Ba18Pr9Sn4Sb5O54,0.0
mp-684007,Ba19(InN)9,0.16480000000000006
mp-569841,Ba19Li44,0.0
mp-569025,Ba19Na29Li13,0.014700000000000046
mp-1228156,Ba2(AlAg)5,0.0
mp-1228507,Ba2(CaAl3)3,0.0
mp-1228706,Ba2(CrS2)5,0.0
mp-615789,Ba2(CuO2)3,0.0
mp-644875,Ba2(InAs)5,0.04570000000000008
mp-642642,Ba2(InP)5,0.3087
mp-510508,Ba2(IrO3)3,0.0
mp-532273,Ba2(Mo2S3)3,0.0
mp-29219,Ba2(Ni3B2)3,0.0
mp-29087,Ba2(SnSb2)3,0.0
